"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"01:52:21.1440992","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389899, endtime: 389899, seqnum: 0, connid: 0"
"01:52:21.2081587","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389905, endtime: 389905, seqnum: 0, connid: 0"
"01:52:21.2721193","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389912, endtime: 389912, seqnum: 0, connid: 0"
"01:52:21.3364812","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389918, endtime: 389918, seqnum: 0, connid: 0"
"01:52:21.3997575","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389924, endtime: 389924, seqnum: 0, connid: 0"
"01:52:21.4640217","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389931, endtime: 389931, seqnum: 0, connid: 0"
"01:52:21.5283368","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389937, endtime: 389937, seqnum: 0, connid: 0"
"01:52:21.5917767","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389943, endtime: 389944, seqnum: 0, connid: 0"
"01:52:21.6567539","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389950, endtime: 389950, seqnum: 0, connid: 0"
"01:52:21.7201530","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389956, endtime: 389956, seqnum: 0, connid: 0"
"01:52:21.7842147","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389963, endtime: 389963, seqnum: 0, connid: 0"
"01:52:21.8181165","LightingService.exe","6180","Process Profiling","","SUCCESS","User Time: 9.2343750 seconds, Kernel Time: 10.8906250 seconds, Private Bytes: 31940608, Working Set: 52621312"
"01:52:21.8479709","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389969, endtime: 389969, seqnum: 0, connid: 0"
"01:52:21.9115556","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389975, endtime: 389975, seqnum: 0, connid: 0"
"01:52:21.9756152","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389982, endtime: 389982, seqnum: 0, connid: 0"
"01:52:22.0398117","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389988, endtime: 389988, seqnum: 0, connid: 0"
"01:52:22.1038311","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 389995, endtime: 389995, seqnum: 0, connid: 0"
"01:52:22.1675943","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 390001, endtime: 390001, seqnum: 0, connid: 0"
"01:52:22.2317158","LightingService.exe","6180","TCP Send","kubernetes.docker.internal:54135 -> kubernetes.docker.internal:6850","SUCCESS","Length: 2048, startime: 390007, endtime: 390007, seqnum: 0, connid: 0"
"01:52:22.2438888","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:22.2439878","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2440172","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:22.2440388","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2440542","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2440678","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:22.2440796","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2441345","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2441652","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2443064","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:22.2443548","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2443729","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:22.2443876","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2444010","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2444115","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:22.2444220","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2444660","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2444887","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2445549","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:22.2445725","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:22.2446042","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Software\Microsoft\.NETFramework","NAME NOT FOUND","Desired Access: Read"
"01:52:22.2446406","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:22.2446519","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:22.2446747","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\.NETFramework","SUCCESS","Desired Access: Read"
"01:52:22.2447071","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:22.2448233","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll.config","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"01:52:22.2449466","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:22.2449912","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2450095","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:22.2450247","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2450379","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2450485","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:22.2450591","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2450907","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2451128","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2452245","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:22.2452663","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2452826","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:22.2452962","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2453093","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2453193","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:22.2453295","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2453571","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2453769","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2454158","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:22.2454315","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\Policy\Standards","SUCCESS","Desired Access: Read"
"01:52:22.2454861","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:22.2454992","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards\v4.0.30319","NAME NOT FOUND","Desired Access: Read"
"01:52:22.2455208","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards","SUCCESS",""
"01:52:22.2455546","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:22.2455656","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:22.2455866","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS","Desired Access: Read"
"01:52:22.2456069","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:22.2456231","LightingService.exe","6180","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion\NoClientChecks","NAME NOT FOUND","Length: 16"
"01:52:22.2456405","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS",""
"01:52:22.2457801","LightingService.exe","6180","QueryOpen","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","FAST IO DISALLOWED",""
"01:52:22.2458614","LightingService.exe","6180","CreateFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"01:52:22.2459237","LightingService.exe","6180","QueryBasicInformationFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","CreationTime: 26-11-2025 09:17:59, LastAccessTime: 16-08-2026 01:51:51, LastWriteTime: 17-09-2025 03:22:40, ChangeTime: 26-11-2025 09:18:43, FileAttributes: A"
"01:52:22.2459397","LightingService.exe","6180","CloseFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS",""
"01:52:22.2459616","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS",""
"01:52:22.2460815","LightingService.exe","6180","QueryOpen","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","FAST IO DISALLOWED",""
"01:52:22.2461568","LightingService.exe","6180","CreateFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"01:52:22.2461999","LightingService.exe","6180","QueryBasicInformationFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","CreationTime: 26-11-2025 09:17:59, LastAccessTime: 16-08-2026 01:51:51, LastWriteTime: 17-09-2025 03:22:40, ChangeTime: 26-11-2025 09:18:43, FileAttributes: A"
"01:52:22.2462138","LightingService.exe","6180","CloseFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS",""
"01:52:22.2462333","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS",""
"01:52:22.2462722","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS",""
"01:52:22.2464070","LightingService.exe","6180","Thread Exit","","SUCCESS","Thread ID: 11544, User Time: 0.0000000, Kernel Time: 0.0000000"
"01:52:22.2477757","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:22.2478212","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2478366","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:22.2478484","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2478577","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2478656","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:22.2478727","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2479008","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2479185","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2480032","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:22.2480330","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2480440","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:22.2480533","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2480616","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2480681","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:22.2480747","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2480946","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2481083","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2481418","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:22.2481529","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:22.2481726","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Software\Microsoft\.NETFramework","NAME NOT FOUND","Desired Access: Read"
"01:52:22.2481914","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:22.2481985","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:22.2482134","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\.NETFramework","SUCCESS","Desired Access: Read"
"01:52:22.2482309","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:22.2483100","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll.config","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"01:52:22.2483869","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:22.2484144","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2484255","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:22.2484348","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2484439","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2484510","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:22.2484587","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2484788","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2486764","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2488335","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:22.2488833","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2488994","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:22.2489116","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:22.2489209","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2489290","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:22.2489361","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2489642","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2489817","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:22.2490193","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:22.2490425","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\Policy\Standards","SUCCESS","Desired Access: Read"
"01:52:22.2490656","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:22.2490746","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards\v4.0.30319","NAME NOT FOUND","Desired Access: Read"
"01:52:22.2490894","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards","SUCCESS",""
"01:52:22.2491111","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:22.2491194","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:22.2491369","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS","Desired Access: Read"
"01:52:22.2491528","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:22.2491634","LightingService.exe","6180","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion\NoClientChecks","NAME NOT FOUND","Length: 16"
"01:52:22.2491743","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS",""
"01:52:22.2492669","LightingService.exe","6180","QueryOpen","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","FAST IO DISALLOWED",""
"01:52:22.2493198","LightingService.exe","6180","CreateFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
